state	drug_group	total_use	first_use	repeat_use
Virginia	nitrofurantoin	0.021293240698909716	0.015088726556017996	0.0062045141428917205
Virginia	overall	0.75776532395376	0.35714729699983494	0.400618026953925
Virginia	quinolone	0.09169978883568833	0.06949233094133592	0.022207457894352405
Virginia	tetracycline	0.07345775641546792	0.037354991019156944	0.03610276539631098
Virginia	tmpsmx	0.04829508528071563	0.0350854587090639	0.01320962657165173
Washington	beta_lactam	0.16718151717177734	0.12266825062115522	0.04451326655062213
Washington	cephalosporin	0.07074023212580949	0.055340459024446446	0.015399773101363038
Washington	macrolide	0.14247926362324467	0.10729775551164701	0.03518150811159767
Washington	nitrofurantoin	0.018903656842703658	0.013428954020322056	0.0054747028223816
Washington	overall	0.5837236692849799	0.2927659893018506	0.29095767998312927
Washington	quinolone	0.06580560878253207	0.05055821859673293	0.01524739018579914
Washington	tetracycline	0.07710272360787493	0.03250408903560877	0.044598634572266156
Washington	tmpsmx	0.0415106671310377	0.03031244494078624	0.01119822219025146
West Virginia	beta_lactam	0.19095441290547238	0.12702591214609693	0.06392850075937546
West Virginia	cephalosporin	0.1058985801380672	0.07669166583908277	0.02920691429898444
West Virginia	macrolide	0.16163366092700432	0.11091332889393579	0.050720332033068555
West Virginia	nitrofurantoin	0.013830562760533406	0.008952601669908758	0.0048779610906246485
West Virginia	overall	0.6458024063914927	0.2741030251519655	0.37169938123952717
West Virginia	quinolone	0.08292858143105601	0.058314486463161896	0.024614094967894115
West Virginia	tetracycline	0.045998064407414926	0.022190796149071233	0.023807268258343697
West Virginia	tmpsmx	0.04455854382194441	0.031933868890299984	0.012624674931644427
Wisconsin	beta_lactam	0.16846663221823663	0.1196280125846409	0.048838619633595745
Wisconsin	cephalosporin	0.05886698238655801	0.045694875054057005	0.013172107332501005
Wisconsin	macrolide	0.12907586316270203	0.0963529324980737	0.03272293066462834
Wisconsin	nitrofurantoin	0.012720339976178547	0.009074713002523474	0.0036456269736550723
Wisconsin	overall	0.5242350530383948	0.2619158909895544	0.2623191620488404
Wisconsin	quinolone	0.06056864369705503	0.046593839411757654	0.013974804285297373
Wisconsin	tetracycline	0.06070595903664976	0.026963693060121575	0.033742265976528185
Wisconsin	tmpsmx	0.03383063256101481	0.02351502802965733	0.010315604531357481
Wyoming	beta_lactam	0.2067062568721227	0.14619737260818516	0.060508884263937544
Wyoming	cephalosporin	0.09960725913205157	0.07629436620785437	0.023312892924197196
Wyoming	macrolide	0.1803130552099068	0.13144167972161877	0.048871375488288
Wyoming	nitrofurantoin	0.01670115170351263	0.01182992215695689	0.00487122954655574
Wyoming	overall	0.6714078151407931	0.3183243162022872	0.3530834989385059
Wyoming	quinolone	0.06996607340009615	0.0521220134899032	0.017844059910192948
Wyoming	tetracycline	0.05599931687161379	0.02727720857510841	0.02872210829650538
Wyoming	tmpsmx	0.042114701951489426	0.032188248556247495	0.009926453395241935
